ticket_id,opened_at,domain,asset,component,error_code,severity,status,team,title,description,resolution,resolved_hours
INC-2026-04904,2026-05-12T21:30,Payments,Gateway Core,Settlement batch,ERR-4310,High,Closed,Fraud Engineering,Settlement file rejected by clearing,Overnight run stopped halfway and left the day only partly posted.,Downstream schema change not applied in our mapping. Updated the mapping and reran.,4.2
INC-2026-04348,2026-04-19T08:15,Retail,Store 031 Bergen,Inventory sync,ERR-6410,High,Closed,Logistics,Counts disagree between systems,Numbers on screen and numbers on the rack are two different stories.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,6.5
INC-2026-04637,2026-05-26T16:45,Maritime,MV Havbris,Navigation display,ERR-2203,High,Resolved,Hull & Deck,Bridge display unresponsive during watch,"Display goes dark without warning and comes back after a minute, nothing in the alarm log.",Firmware defect in the chart renderer. Applied vendor patch 4.2.1.,2.2
INC-2026-04223,2026-01-08T06:15,Payments,Gateway North,Fraud scoring,ERR-4102,Medium,Resolved,Fraud Engineering,Fraud model scoring slowly,"Overnight job still running well into the morning, leaving downstream reports delayed.",Threshold misconfigured during deployment. Corrected and validated against the holdout set.,3.3
INC-2026-04901,2026-05-15T05:15,Retail,DC Vestby,Receipt printer,ERR-6250,Medium,Resolved,Store Systems,Receipt printer not responding,It produces the top of the receipt and then simply stops.,Paper sensor dirty and reporting empty. Cleaned and recalibrated.,3.6
INC-2026-04737,2026-09-06T14:15,Energy,Substation Ålgård,SCADA link,ERR-3310,High,Resolved,Substation Field,Telemetry gap from remote site,Data stopped arriving during the night shift and backfilled automatically once the link recovered.,Polling interval too aggressive after a config change. Reverted to the previous setting.,7.2
INC-2026-04891,2026-05-16T05:45,Energy,Substation Kollsnes,SCADA link,ERR-3310,Medium,Resolved,Substation Field,Outstation dropping off the system,"Values freeze at their last figure, then jump to current once contact returns.",Radio link degraded by weather. Repointed the antenna and improved the margin.,6.8
INC-2026-04605,2026-03-20T06:15,Payments,Gateway Core,Settlement batch,ERR-4310,Medium,Resolved,Core Banking,End of day batch did not complete,The run failed silently and was only noticed when the morning figures did not balance.,Downstream schema change not applied in our mapping. Updated the mapping and reran.,15.8
INC-2026-04865,2026-06-09T17:00,Retail,DC Vestby,Receipt printer,ERR-6250,Medium,Closed,E-commerce,Receipt printer not responding,Staff hand over a torn stub because the machine quit in the middle of it.,Worn feed roller slipping under load. Replaced the roller assembly.,2.4
INC-2026-04892,2026-01-12T17:45,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,High,Resolved,Fraud Engineering,Review queue backing up,"Overnight job still running well into the morning, leaving downstream reports delayed.",Stale model artefact loaded on two nodes. Redeployed the correct version across the cluster.,15.4
INC-2026-04954,2026-07-10T16:45,Retail,Store 031 Bergen,Point of sale,ERR-6205,Low,In Progress,E-commerce,Till freezing during busy period,"It gives up under pressure. Quiet mornings are fine, Saturday afternoon is not.",,
INC-2026-04991,2026-03-07T11:15,Payments,Gateway West,Card authorisation,ERR-4001,High,Resolved,Fraud Engineering,Customers reporting failed checkout,"A fifth of attempts are bouncing back, where it is normally a rounding error.","Expired certificate on the acquirer link. Renewed and redeployed, success rate normalised.",2.2
INC-2026-04199,2026-08-24T13:00,Energy,Substation Fana,SCADA link,ERR-3310,Medium,Resolved,SCADA,Telemetry gap from remote site,We lose sight of it for minutes at a time and then it is back as though nothing happened.,Radio link degraded by weather. Repointed the antenna and improved the margin.,4.4
INC-2026-04546,2026-08-13T08:45,Energy,Substation Fana,Protection relay,ERR-7120,Critical,Closed,Grid Operations,Feeder lost supply without cause,Breaker opened on its own. Walked the route and found nothing wrong.,Relay setting group left on the commissioning profile. Restored operational settings.,10.9
INC-2026-04040,2026-07-11T19:15,Retail,DC Larvik,Point of sale,ERR-6205,Medium,Resolved,Store Systems,Checkout terminal restarting unexpectedly,Freezes solid with a customer standing there and the basket half scanned.,Faulty power supply under load. Replaced the unit with no repeat over the following week.,6.7
INC-2026-04612,2026-07-21T04:45,Retail,DC Larvik,Point of sale,ERR-6205,Medium,Closed,Logistics,Lane out of service at peak,Screen stops accepting input at the worst moment and the sale has to be started again.,Faulty power supply under load. Replaced the unit with no repeat over the following week.,7.8
INC-2026-04324,2026-02-01T14:45,Energy,Substation Fana,Protection relay,ERR-7120,Critical,Resolved,Substation Field,Feeder lost supply without cause,Trip with no accompanying disturbance recorded anywhere on the network.,Relay setting group left on the commissioning profile. Restored operational settings.,17.3
INC-2026-04092,2026-06-12T02:00,Retail,Store 014 Oslo,Inventory sync,ERR-6410,Medium,In Progress,E-commerce,Counts disagree between systems,"Figures are a day behind, so every decision this morning was made on yesterday's picture.",,
INC-2026-04775,2026-08-11T11:30,Maritime,MV Storfjord,Fuel system,ERR-5140,Medium,Resolved,Bridge Systems,Uneven running on auxiliary engine,"Watch reports the machine hunting at constant load, never quite holding a figure.",Lift pump diaphragm perished. Renewed the pump and confirmed steady supply pressure.,8.0
INC-2026-04740,2026-04-12T20:30,Energy,Substation Fana,SCADA link,ERR-3310,Low,Closed,SCADA,Outstation dropping off the system,"Intermittent loss of contact with the outstation, several short gaps through the evening.",Polling interval too aggressive after a config change. Reverted to the previous setting.,9.4
INC-2026-04936,2026-08-17T00:00,Maritime,MV Bergen Star,Navigation display,ERR-2203,High,Closed,Bridge Systems,Bridge display unresponsive during watch,"Display goes dark without warning and comes back after a minute, nothing in the alarm log.",Firmware defect in the chart renderer. Applied vendor patch 4.2.1.,5.2
INC-2026-04460,2026-05-25T14:30,Maritime,MV Storfjord,Fuel system,ERR-5140,High,Resolved,Hull & Deck,Auxiliary engine losing power intermittently,"Output is uneven under steady demand, with no alarm raised.",Lift pump diaphragm perished. Renewed the pump and confirmed steady supply pressure.,3.1
INC-2026-04406,2026-06-30T13:00,Maritime,MV Bergen Star,Fuel system,ERR-5140,High,Resolved,Hull & Deck,Uneven running on auxiliary engine,Gauge will not settle. It wanders either side of where it should sit.,Lift pump diaphragm perished. Renewed the pump and confirmed steady supply pressure.,3.9
INC-2026-04618,2026-01-18T23:15,Maritime,MV Storfjord,Fuel system,ERR-5140,Medium,Resolved,Bridge Systems,Uneven running on auxiliary engine,"Output is uneven under steady demand, with no alarm raised.",Air ingress at a loose union on the suction side. Tightened and pressure tested.,6.7
INC-2026-04585,2026-04-08T10:30,Energy,Substation Kollsnes,SCADA link,ERR-3310,Medium,Closed,Grid Operations,Outstation dropping off the system,"Values freeze at their last figure, then jump to current once contact returns.",Failing media converter at the site end. Swapped the unit and the gaps stopped.,7.4
INC-2026-04613,2026-07-19T07:00,Energy,Substation Fana,SCADA link,ERR-3310,Medium,Resolved,Substation Field,Telemetry gap from remote site,The site went quiet. Nothing came in until it suddenly caught up in one burst.,Failing media converter at the site end. Swapped the unit and the gaps stopped.,7.1
INC-2026-04822,2026-06-29T13:15,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,Medium,Closed,Fraud Engineering,Review queue backing up,Genuine customers are being stopped at a rate we have not seen before.,Threshold misconfigured during deployment. Corrected and validated against the holdout set.,12.8
INC-2026-04789,2026-03-12T12:30,Retail,Store 014 Oslo,Receipt printer,ERR-6250,Low,Resolved,Logistics,Printing stops partway through a sale,The till says done and the customer gets nothing to take away.,Worn feed roller slipping under load. Replaced the roller assembly.,1.4
INC-2026-04962,2026-08-15T00:15,Retail,Store 014 Oslo,Receipt printer,ERR-6250,Low,Resolved,Store Systems,No receipt at end of transaction,Staff hand over a torn stub because the machine quit in the middle of it.,Paper sensor dirty and reporting empty. Cleaned and recalibrated.,4.6
INC-2026-04798,2026-06-06T03:30,Payments,Gateway Core,Card authorisation,ERR-4001,Critical,Resolved,Payments Platform,Customers reporting failed checkout,Volume looks normal but far fewer of them are completing than they should.,Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,5.3
INC-2026-04473,2026-01-07T05:15,Energy,Substation Rong,SCADA link,ERR-3310,Medium,Closed,Substation Field,Telemetry gap from remote site,"Values freeze at their last figure, then jump to current once contact returns.",Radio link degraded by weather. Repointed the antenna and improved the margin.,4.2
INC-2026-04603,2026-05-11T01:15,Energy,Substation Rong,Transformer cooling,ERR-7744,Critical,Resolved,SCADA,Overtemperature warning during evening peak,Readings climb steadily through the afternoon peak and no longer settle overnight the way they used to.,Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,17.8
INC-2026-04084,2026-07-24T18:45,Retail,Store 031 Bergen,Point of sale,ERR-6205,High,Resolved,E-commerce,Checkout terminal restarting unexpectedly,"Unit reboots by itself a few times a day, always around the busiest hours.",Thermal shutdown from blocked vents behind the counter. Relocated and cleaned.,6.5
INC-2026-04544,2026-06-06T20:30,Retail,DC Vestby,Receipt printer,ERR-6250,Medium,Closed,E-commerce,No receipt at end of transaction,Printer stops halfway through and the sale has to be voided and rerun.,Worn feed roller slipping under load. Replaced the roller assembly.,1.9
INC-2026-04158,2026-05-28T07:00,Payments,Gateway West,Settlement batch,ERR-4310,Medium,Resolved,Payments Platform,Daily reconciliation out by a file,Submission bounced. The totals at the end of it did not agree with the body.,Downstream schema change not applied in our mapping. Updated the mapping and reran.,7.8
INC-2026-04973,2026-04-07T15:15,Retail,DC Larvik,Point of sale,ERR-6205,Medium,Resolved,E-commerce,Till freezing during busy period,Freezes solid with a customer standing there and the basket half scanned.,Faulty power supply under load. Replaced the unit with no repeat over the following week.,3.7
INC-2026-04868,2026-06-26T06:00,Energy,Substation Kollsnes,Protection relay,ERR-7120,High,In Progress,SCADA,Relay operated with no fault found,"Went off with a clean line. Nothing burnt, nothing down, nothing touching it.",,
INC-2026-04366,2026-09-10T12:30,Retail,DC Larvik,Inventory sync,ERR-6410,Medium,Closed,Store Systems,Counts disagree between systems,What the system believes is in the building bears no relation to what is in the building.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,19.8
INC-2026-04086,2026-08-21T01:30,Maritime,MV Kvitøy,Navigation display,ERR-2203,High,Closed,Rotating Equipment,Chart display freezing on bridge console,"Goes black for a moment, then paints itself back in as if nothing happened.","Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",3.7
